emp_id,first_name,last_name,emp_status,manager_id,manager_name,termination_year,term_reason,position_id,absences_2023,department,salary_usd,current_performance,recruitment_source,demographic_id,gender,ethnicity,marital_status,age,survey_id,engagement_score,satisfaction_score,__join_method,__refresh_ts,dept_salary_median,pay_gap_pct_vs_dept_median,engagement_minus_satisfaction,problem_low_engagement,problem_low_satisfaction,problem_high_absence,problem_low_perf,problem_low_pay_vs_dept,problem_terminated
1588,Wambli,Garlick,Active,56,Hana Yang,,NA - Still Employed,2906,15,HR,86428,,Company,69610000,Female,Hispanic,Single,22,5554567780,3.56,2.21,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.11693274413139544,1.35,True,True,True,False,False,False
2452,Henry,Aebischer,Active,56,Hana Yang,,NA - Still Employed,4487,15,HR,83785,,LinkedIN,42710000,Female,White (not Hispanic),Single,22,5557948376,4.21,2.21,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.1439372653196761,2.0,True,True,True,False,False,False
3724,Samantha,Wilson,Terminated,56,Hana Yang,2022.0,Not Engaged with the Organisation,6815,0,HR,98051,,Company,44710000,Female,Hispanic,Single,22,5529047344,3.94,2.21,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,0.0018238013742368899,1.73,True,True,False,False,False,True
292,Eunicia,Beck,Active,72,Anbara el-Diab,,NA - Still Employed,534,16,Sales,145280,,Job Fair,25810000,Female,American Indian or Native Alaskan,Single,22,5577410608,3.34,2.21,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.02976552221561805,1.13,True,True,True,False,False,False
6468,Kara,York,Terminated,72,Anbara el-Diab,2021.0,Changed Country,11836,0,Sales,164349,,Indeed,27910000,Male,American Indian or Native Alaskan,Single,22,5555591852,4.5,2.22,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.09758443136966816,2.28,True,True,False,False,False,True
1444,Shelby,Callahan,Active,80,Neha Kumagai,,NA - Still Employed,2643,16,Products,215894,,Indeed,25020000,Female,Black (not Hispanic),Single,22,5517630720,4.99,2.22,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,0.2407772458462405,2.77,True,True,True,False,False,False
2696,Meaghan,Chan,Active,80,Neha Kumagai,,NA - Still Employed,4934,17,Products,141116,,Indeed,69020000,Male,Asian or Pacific Islander,Single,22,5547822760,4.09,2.22,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,-0.18898384473473986,1.8699999999999997,True,True,True,False,True,False
7328,Edward,Lor,Terminated,80,Neha Kumagai,2019.0,Not Engaged with the Organisation,13410,0,Products,217111,,LinkedIN,320000,Male,White (not Hispanic),Single,22,5555194600,4.29,2.22,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,0.24777153891689033,2.07,True,True,False,False,False,True
4192,Ana,Compos,Active,84,Accassia Wingo,,NA - Still Employed,7671,16,HR,91755,,Job Fair,420000,Female,"Middle-Eastern, Arabic",Single,22,5588542924,4.49,2.22,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.06250478939436512,2.27,True,True,True,False,False,False
4736,Mitchell,Vuong,Terminated,84,Accassia Wingo,2019.0,Changed Country,8667,0,HR,91792,,Indeed,2420000,Female,White (not Hispanic),Single,22,5551254420,3.18,2.23,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.06212674653247848,0.9500000000000002,True,True,False,False,False,True
5552,Tulley,Kijprachakorn,Active,84,Accassia Wingo,,NA - Still Employed,10160,15,HR,98282,,Job Fair,4720000,Female,American Indian or Native Alaskan,Single,22,5556746880,2.88,2.23,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,0.0041840149173669825,0.6499999999999999,True,True,True,False,False,False
7092,Michael,Adams,Active,84,Accassia Wingo,,NA - Still Employed,12978,16,HR,97841,,Indeed,29720000,Male,Asian or Pacific Islander,Single,22,5559280492,3.03,2.23,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.00032184730133592176,0.7999999999999998,True,True,True,False,False,False
1004,Daniel,Kurtzer,Active,88,Gabriel Munoz,,NA - Still Employed,1837,13,IT,74346,,Job Fair,84820000,Female,Hispanic,Single,22,5531364640,3.44,2.23,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.058291533667730655,1.21,True,True,True,False,False,False
2488,Natalie,Cambana,Active,88,Gabriel Munoz,,NA - Still Employed,4553,14,IT,73456,,Company,65920000,Female,American Indian or Native Alaskan,Single,22,5550552208,3.99,2.23,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.06956477681511881,1.7600000000000002,True,True,True,False,False,False
4176,Saamyya,el-Salahuddin,Active,88,Gabriel Munoz,,NA - Still Employed,7642,16,IT,95399,,Company,80430000,Male,"Middle-Eastern, Arabic",Single,22,5554205384,3.39,2.24,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,0.20837766631200283,1.15,True,True,True,False,False,False
4792,Aleyda,Solis,Terminated,88,Gabriel Munoz,2018.0,Changed Country,8769,0,IT,75321,,Job Fair,2630000,Female,White (not Hispanic),Single,22,5557260840,3.52,2.24,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.04594163246694027,1.2799999999999998,True,True,False,False,False,True
6208,Ashley,Urquidy,Active,88,Gabriel Munoz,,NA - Still Employed,11361,15,IT,63133,,Indeed,44630000,Female,White (not Hispanic),Single,22,5519639620,3.22,2.24,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.20032173075948725,0.98,True,True,True,False,True,False
6796,Rachelle,Welker,Active,88,Gabriel Munoz,,NA - Still Employed,12437,15,IT,78062,,Indeed,46730000,Male,White (not Hispanic),Single,22,5533709368,3.41,2.24,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.011222576886051579,1.17,True,True,True,False,False,False
3384,Kaazima,al-Hamidi,Active,100,Vanessa Price,,NA - Still Employed,6193,13,IT,66370,,Company,67730000,Female,Asian or Pacific Islander,Single,22,5547598300,4.87,2.24,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.15932005877286315,2.63,True,True,True,False,True,False
6412,Trevor,Torres,Active,100,Vanessa Price,,NA - Still Employed,11734,14,IT,73523,,Job Fair,69730000,Female,American Indian or Native Alaskan,Single,22,5555556600,3.8,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.06871611693773116,1.5499999999999998,True,True,True,False,False,False
6856,Anthony,Perez,Active,100,Vanessa Price,,NA - Still Employed,12546,17,IT,63730,,Company,2930000,Male,Asian or Pacific Islander,Single,22,5555164700,3.47,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.19275979125500328,1.2200000000000002,True,True,True,False,True,False
7816,Matthew,Fresquez,Active,100,Vanessa Price,,NA - Still Employed,14303,13,IT,99308,,LinkedIN,8930000,Female,White (not Hispanic),Single,22,5554592016,4.33,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,0.2578912702031717,2.08,True,True,True,False,False,False
1736,Sayfa,Xie,Active,116,Madeline Neill,,NA - Still Employed,3177,16,HR,103055,,Company,42040000,Male,Hispanic,Single,22,5559748992,2.82,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,0.05295154410074331,0.5699999999999998,True,True,True,False,False,False
3288,Aatifa,el-Vohra,Active,116,Madeline Neill,,NA - Still Employed,6017,16,HR,78604,,Job Fair,6040000,Female,American Indian or Native Alaskan,Single,22,5563358912,3.72,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.19687348335845103,1.4700000000000002,True,True,True,False,True,False
6644,Drake,Lazure,Terminated,116,Madeline Neill,2021.0,Changed Country,12159,0,HR,101808,,Job Fair,69040000,Male,Hispanic,Single,22,5573465920,3.69,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,0.04021047791769905,1.44,True,True,False,False,False,True
492,Malcolm,Sentino,Terminated,128,Shristi Costandine,2019.0,Changed Country,900,0,Finance,143861,,LinkedIN,84540000,Male,Black (not Hispanic),Single,22,5583331052,3.41,2.25,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,146195.0,-0.015964978282431,1.1600000000000001,True,True,False,False,False,True
2344,Irving,Renteria,Active,128,Shristi Costandine,,NA - Still Employed,4290,14,Finance,174767,,Indeed,63740000,Male,Asian or Pacific Islander,Single,22,5552778160,3.22,2.26,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,146195.0,0.1954376004651322,0.9600000000000004,True,True,True,False,False,False
2752,Irvin,Rivas,Active,128,Shristi Costandine,,NA - Still Employed,5036,17,Finance,164079,,Job Fair,48740000,Female,Asian or Pacific Islander,Single,22,5511074920,3.34,2.26,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,146195.0,0.12232976503984404,1.08,True,True,True,False,False,False
5056,Francisco,Navarro-Rosas,Terminated,128,Shristi Costandine,2020.0,Better Role,9252,0,Finance,155337,,Job Fair,88840000,Female,Hispanic,Single,22,5521304528,4.15,2.26,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,146195.0,0.0625329183624611,1.8900000000000006,True,True,False,False,False,True
5080,Angelica,Saiz,Active,128,Shristi Costandine,,NA - Still Employed,9296,16,Finance,145424,,LinkedIN,2940000,Female,"Middle-Eastern, Arabic",Single,22,5104152464,4.68,2.26,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,146195.0,-0.005273778172988132,2.42,True,True,True,False,False,False
2040,Zaahid,al-Pasha,Active,156,Hassan Short,,NA - Still Employed,3733,14,Leadership,319841,,Job Fair,46940000,Female,White (not Hispanic),Single,22,5552056400,4.54,2.27,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,341573.0,-0.06362329575229893,2.27,True,True,True,False,False,False
2316,Tyauna,Clark,Active,156,Hassan Short,,NA - Still Employed,4238,14,HR,76522,,Indeed,82050000,Male,Black (not Hispanic),Single,22,5521005600,4.02,2.27,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.21814605737055864,1.7499999999999996,True,True,True,False,True,False
2464,Mireya,Suazo,Active,156,Hassan Short,,NA - Still Employed,4509,14,HR,114892,,Job Fair,80350000,Male,American Indian or Native Alaskan,Single,22,5526204200,4.12,2.27,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,0.17389460778053079,1.85,True,True,True,False,False,False
3260,Matthew,Ogrady,Active,156,Hassan Short,,NA - Still Employed,5966,14,HR,90412,,Company,88350000,Male,Black (not Hispanic),Single,22,5538455176,3.08,2.27,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.07622672354338553,0.81,True,True,True,False,False,False
5712,Sumaita,al-Ibrahim,Terminated,156,Hassan Short,2018.0,Changed Country,10453,0,HR,118528,,LinkedIN,84550000,Female,American Indian or Native Alaskan,Single,22,5599666900,3.28,2.27,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,0.21104498199187718,1.0099999999999998,True,True,False,False,False,True
6836,Jessica,Mosness,Terminated,156,Hassan Short,2019.0,Better Pay,12510,0,HR,91582,,LinkedIN,63850000,Male,American Indian or Native Alaskan,Single,22,5555712608,4.41,2.28,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,97872.5,-0.0642723952080513,2.1300000000000003,True,True,False,False,False,True
2480,Sean,Truong,Active,188,Kaitlyn Bohr,,NA - Still Employed,4538,14,Sales,164570,,Company,23950000,Male,American Indian or Native Alaskan,Single,22,5540631576,2.9,2.28,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.09906035248468982,0.6200000000000001,True,True,True,False,False,False
3216,Faarooq,al-Mohammadi,Active,188,Kaitlyn Bohr,,NA - Still Employed,5885,15,Sales,144633,,Company,82060000,Male,American Indian or Native Alaskan,Single,22,5597200056,4.0,2.28,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.03408643154330593,1.7200000000000002,True,True,True,False,False,False
4780,Cody,Lovejoy,Active,188,Kaitlyn Bohr,,NA - Still Employed,8747,14,Sales,131433,,LinkedIN,42460000,Female,Hispanic,Single,22,5114671176,4.95,2.28,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.12224099587944195,2.6700000000000004,True,True,True,False,False,False
5468,Bailey,Padilla,Active,188,Kaitlyn Bohr,,NA - Still Employed,10006,15,Sales,147121,,LinkedIN,88460000,Female,Asian or Pacific Islander,Single,22,5555574000,3.34,2.29,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.017470631841161502,1.0499999999999998,True,True,True,False,False,False
6780,Bader,Holmes,Active,188,Kaitlyn Bohr,,NA - Still Employed,12407,16,Sales,122192,,Job Fair,660000,Male,"Middle-Eastern, Arabic",Single,22,5551644780,3.69,2.29,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.18395586929082325,1.4,True,True,True,False,True,False
3588,Laquan,Knight,Active,220,Schiara Mcdowell,,NA - Still Employed,6566,15,Finance,110638,,LinkedIN,44660000,Male,White (not Hispanic),Single,22,5555955004,2.98,2.29,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,146195.0,-0.24321625226580937,0.69,True,True,True,False,True,False
3684,Antonio,Penn,Active,240,Muslim al-Jamail,,NA - Still Employed,6742,13,Products,211379,,Company,86960000,Male,Asian or Pacific Islander,Single,22,5565880000,3.22,2.29,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,0.21482882085529229,0.9300000000000002,True,True,True,False,False,False
4060,Naomi,Woolsey,Active,240,Muslim al-Jamail,,NA - Still Employed,7430,15,Products,201723,,Job Fair,67960000,Female,Hispanic,Single,22,5592773600,4.73,2.29,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,0.1593342490474083,2.4400000000000004,True,True,True,False,False,False
4248,Mumtaaza,el-Azam,Active,240,Muslim al-Jamail,,NA - Still Employed,7774,15,Products,148974,,LinkedIN,170000,Female,White (not Hispanic),Single,22,5559883972,4.74,2.3,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,-0.14382266564750373,2.4400000000000004,True,True,True,False,False,False
5224,Geneva,Dominguez,Terminated,240,Muslim al-Jamail,2022.0,Better Pay,9560,0,Products,181277,,LinkedIN,82270000,Female,American Indian or Native Alaskan,Single,22,5510089356,4.29,2.3,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,0.04182782659670458,1.9900000000000002,True,True,False,False,False,True
7852,Braxton,Wallace,Active,240,Muslim al-Jamail,,NA - Still Employed,14369,15,Products,209525,,Job Fair,44370000,Female,"Middle-Eastern, Arabic",Single,22,5519117280,2.86,2.3,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,173999.0,0.20417358720452417,0.56,True,True,True,False,False,False
3528,Mukhtaar,al-Bacho,Active,244,Brenden Light Bosquez,,NA - Still Employed,6456,17,IT,65870,,Company,4470000,Female,"Middle-Eastern, Arabic",Single,22,5526537952,3.26,2.3,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.16565334143993515,0.96,True,True,True,False,True,False
4872,Saqr,el-Sabir,Active,244,Brenden Light Bosquez,,NA - Still Employed,8916,15,IT,78373,,Job Fair,63670000,Male,American Indian or Native Alaskan,Single,22,5527890176,3.61,2.3,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.007283275067132796,1.31,True,True,True,False,False,False
7276,Zackarie,Rocha,Active,244,Brenden Light Bosquez,,NA - Still Employed,13315,14,IT,76513,,Indeed,4970000,Female,White (not Hispanic),Single,22,5598913808,3.78,2.3,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.030843086588640625,1.48,True,True,True,False,False,False
7956,Tyshawn,Kaiser,Terminated,244,Brenden Light Bosquez,2021.0,Better Role,14559,0,IT,87042,,Indeed,6970000,Male,Hispanic,Single,22,5511733288,4.65,2.31,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,0.10252317981456148,2.3400000000000003,True,True,False,False,False,True
1156,Kameron,Hope,Active,252,Zaire Coates,,NA - Still Employed,2115,15,Sales,133640,,Indeed,67200000,Male,Black (not Hispanic),Single,23,5552182480,4.95,2.31,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.10750181985748346,2.64,True,True,True,False,False,False
1320,Hafsa,el-Majid,Active,252,Zaire Coates,,NA - Still Employed,2416,16,Sales,131943,,Company,2300000,Female,Asian or Pacific Islander,Single,23,5100862464,4.66,2.31,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.11883502407554579,2.35,True,True,True,False,False,False
2868,Marcharnay,Giles,Active,252,Zaire Coates,,NA - Still Employed,5248,15,Sales,132215,,LinkedIN,61900000,Female,American Indian or Native Alaskan,Single,23,5116303508,4.86,2.31,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.11701850578013451,2.5500000000000003,True,True,True,False,False,False
6180,Tre,Turner,Terminated,252,Zaire Coates,2023.0,Changed Country,11309,15,Sales,145900,,Indeed,67900000,Male,Hispanic,Single,23,5555400608,4.57,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.025624929042254087,2.2500000000000004,True,True,True,False,False,True
6364,Jennifer,Martinez,Active,252,Zaire Coates,,NA - Still Employed,11646,16,Sales,157118,,Company,88900000,Male,American Indian or Native Alaskan,Single,23,5555850336,3.72,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.04929309389128939,1.4000000000000004,True,True,True,False,False,False
1460,Besim,Gray,Terminated,280,Noemi Alarcon,2023.0,No Growth Opportunity,2672,14,Sales,177251,,LinkedIN,80010000,Female,"Middle-Eastern, Arabic",Single,23,5514062356,3.33,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.18374883963215505,1.0100000000000002,True,True,True,False,False,True
2848,Liliana,Sailas,Active,280,Noemi Alarcon,,NA - Still Employed,5212,15,Sales,147343,,Job Fair,69010000,Male,Hispanic,Single,23,5523138892,3.18,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.01598803235005376,0.8600000000000003,True,True,True,False,False,False
5596,Charlayna,Wallace,Active,280,Noemi Alarcon,,NA - Still Employed,10241,15,Sales,151565,,Job Fair,88410000,Female,"Middle-Eastern, Arabic",Single,23,5570072912,4.48,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.012208071485337625,2.1600000000000006,True,True,True,False,False,False
5952,Muhyddeen,al-Sultan,Active,280,Noemi Alarcon,,NA - Still Employed,10892,15,Sales,163659,,Indeed,80610000,Female,"Middle-Eastern, Arabic",Single,23,5573835648,4.71,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.09297635187027922,2.39,True,True,True,False,False,False
6696,Mutlaq,el-Kazi,Active,280,Noemi Alarcon,,NA - Still Employed,12254,13,Sales,150346,,Job Fair,84610000,Male,Hispanic,Single,23,5575146616,4.32,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.004067131036417185,2.0000000000000004,True,True,True,False,False,False
7868,Tohmi,Andrews,Active,280,Noemi Alarcon,,NA - Still Employed,14398,15,Sales,164671,,Indeed,84120000,Female,Black (not Hispanic),Single,23,5595397860,3.02,2.32,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.09973486846938298,0.7000000000000002,True,True,True,False,False,False
188,Kaitlyn,Bohr,Active,284,Elizabeth Serve,,NA - Still Employed,344,15,Leadership,307913,,Job Fair,63520000,Female,Hispanic,Single,23,5551001960,4.92,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,341573.0,-0.09854408867211402,2.59,True,True,True,False,False,False
2616,Kawkab,el-Yacoub,Active,284,Elizabeth Serve,,NA - Still Employed,4787,16,Sales,143177,,Company,40620000,Male,Black (not Hispanic),Single,23,5555540160,3.96,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.04381014712462518,1.63,True,True,True,False,False,False
3024,Raabiya,al-Idris,Terminated,284,Elizabeth Serve,2021.0,Not Engaged with the Organisation,5534,0,Sales,148511,,Company,65720000,Female,White (not Hispanic),Single,23,5510260544,2.92,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.008187689081522937,0.5899999999999999,True,True,False,False,False,True
3972,Safia,Bontrager,Active,284,Elizabeth Serve,,NA - Still Employed,7269,14,Sales,134597,,Job Fair,6720000,Male,"Middle-Eastern, Arabic",Single,23,5551637952,3.12,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.10111061394311359,0.79,True,True,True,False,False,False
4208,Lynnji,Vang,Active,284,Elizabeth Serve,,NA - Still Employed,7701,15,Sales,173887,,LinkedIN,27820000,Female,Hispanic,Single,23,5566057960,4.13,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.1612827824786125,1.7999999999999998,True,True,True,False,False,False
4416,Faisal,al-Sabir,Terminated,284,Elizabeth Serve,2018.0,No Growth Opportunity,8081,0,Sales,168691,,LinkedIN,67820000,Male,White (not Hispanic),Single,23,5599237264,3.26,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.12658194033538805,0.9299999999999997,True,True,False,False,False,True
5228,Devyne,Marshall,Active,284,Elizabeth Serve,,NA - Still Employed,9567,17,Sales,130089,,Company,61920000,Male,Black (not Hispanic),Single,23,5101729664,4.71,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,-0.13121673333912126,2.38,True,True,True,False,False,False
6912,Dhareef,al-Sami,Active,284,Elizabeth Serve,,NA - Still Employed,12649,15,Sales,164705,,LinkedIN,42920000,Female,White (not Hispanic),Single,23,5107597376,4.09,2.33,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.0999619332563094,1.7599999999999998,True,True,True,False,False,False
4048,Karina,Flores,Active,288,Fawqiyya el-Naderi,,NA - Still Employed,7408,15,Sales,166979,,LinkedIN,80130000,Female,Black (not Hispanic),Single,23,5555595076,3.53,2.34,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,149737.0,0.11514856047603465,1.19,True,True,True,False,False,False
1192,Austin,Alarcon,Active,300,Christopher Johnson,,NA - Still Employed,2181,14,IT,67973,,Indeed,2130000,Male,"Middle-Eastern, Arabic",Single,23,5556550104,4.79,2.34,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.13901555454223033,2.45,True,True,True,False,False,False
2672,Keanu,Dumon,Active,300,Christopher Johnson,,NA - Still Employed,4890,16,IT,81300,,Company,65430000,Male,"Middle-Eastern, Arabic",Single,23,5539602476,4.77,2.34,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,0.029791761665906673,2.4299999999999997,True,True,True,False,False,False
5880,Uqbah,el-Aboud,Active,300,Christopher Johnson,,NA - Still Employed,10760,15,IT,90252,,Indeed,65930000,Male,White (not Hispanic),Single,23,5578270720,3.65,2.34,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,0.1431828545371637,1.31,True,True,True,False,False,False
6396,Jephonique,Hobbs,Active,300,Christopher Johnson,,NA - Still Employed,11705,13,IT,75268,,Indeed,27040000,Male,Hispanic,Single,23,5581070080,2.91,2.34,new_index_crosswalk_v1,2025-08-08T21:21:54.938407+00:00,78948.0,-0.046612960429649894,0.5700000000000003,True,True,True,False,False,False
